id,address_number,street,common_name,scientific_name,height,width,growth_space_length,growth_space_width,growth_space_type,diameter_base_height,stems,overhead_utilities,land_use,condition,stormwater_benefits_dollar_value,stormwater_benefits_runoff_elim,property_value_benefits_dollarvalue,property_value_benefits_leaf_surface_area,energy_benefits_electricity_dollar_value,energy_benefits_gas_dollar_value,air_quality_benfits_o3dep_dollar_value,air_quality_benfits_o3dep_lbs,air_quality_benfits_vocavd_dollar_value,air_quality_benfits_vocavd_lbs,air_quality_benfits_no2dep_dollar_value,air_quality_benfits_no2dep_lbs,air_quality_benfits_no2avd_dollar_value,air_quality_benfits_no2avd_lbs,air_quality_benfits_so2dep_dollar_value,air_quality_benfits_so2dep_lbs,air_quality_benfits_so2avd_dollar_value,air_quality_benfits_so2avd_lbs,air_quality_benfits_pm10depdollar_value,air_quality_benfits_pm10dep_lbs,air_quality_benfits_pm10avd_dollar_value,air_quality_benfits_pm10avd_lbs,air_quality_benfits_total_dollar_value,air_quality_benfits_total_lbs,co2_benefits_dollar_value,co2_benefits_sequestered_lbs,co2_benefits_sequestered_value,co2_benefits_avoided_lbs,co2_benefits_avoided_value,co2_benefits_decomp_lbs,co2_benefits_maint_lbs,co2_benefits_totalco2_lbs,overall_benefits_dollar_value,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
754166088,7428,MONTICELLO ST,Stump,Stump,0,0,10,2,Well or Pit,16,1,Yes,Vacant,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homewood North,9,13,42003130200,2,13,5,3-17,40.45816863,-79.88972391
1946899269,220,BALVER AVE,Linden: Littleleaf,Tilia cordata,0,0,99,99,Open or Unrestricted,22,0,No,Residential,N/A,13.9466942599,1743.33678249,21.9848130518,36.5383334693,15.7764572192,61.0683188097,2.36084749382,0.51434585922,0.0721382470479,0.0312286783757,0.992383683567,0.216205595548,3.70230611353,0.806602639112,0.274900612349,0.078994428836,1.40772373156,0.404518313668,2.18532822434,0.262975718934,0.461810057269,0.0555728107424,11.4574381634,2.37044404444,0.944600765534,115.328075315,0.847430697411,277.540792624,2.0393697442,-96.345471327,-13.7087961535,282.814600458,125.17832227,Oakwood,2,28,42003562800,5,28,6,1-19,40.42926879,-80.06786821
1431517397,2822,SIDNEY ST,Maple: Red,Acer rubrum,22,6,6,3,Well or Pit,6,1,No,Commercial/Industrial,Fair,3.97485820864,496.85727608,51.5290925331,85.6403537258,3.38882035756,16.08474051,0.464026396623,0.101095075517,0.0176433651565,0.00763782041405,0.200391185065,0.0436582102539,0.875966284268,0.190842327727,0.0587249372819,0.0168749819776,0.302735385882,0.0869929269772,0.444639118191,0.0535065124177,0.110526048628,0.0133003668626,2.47465272109,0.513908222147,0.314951871182,45.2879502377,0.332775858346,59.616419265,0.438061448759,-6.86863949566,-3.73876258732,94.2969674194,77.7671162015,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42679667,-79.96503491
994063598,608,SUISMON ST,Maple: Freeman,Acer x freemanii,25,10,3,3,Well or Pit,7,1,Conflicting,Residential,Fair,4.77566237175,596.957796467,43.1845240318,71.7718425022,5.3962179528,24.2209287228,0.742734848787,0.161815871195,0.027087080467,0.0117260088601,0.312209046574,0.0680194001252,1.35699869677,0.295642417598,0.0864851564018,0.0248520564374,0.481897783617,0.138476374602,0.687515577564,0.0827335231726,0.17068357443,0.0205395396426,3.86561176462,0.803805191634,0.395314432767,33.5649564029,0.246635299649,94.9307304536,0.697551007373,-5.77618257091,-4.3618896852,118.357614601,81.8382592766,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45550338,-79.99927602
1591838573,1135,N NEGLEY AVE,Maple: Norway,Acer platanoides,52,13,99,99,Open or Unrestricted,38,1,Yes,Residential,Good,41.2283976731,5153.54970913,194.128910141,322.638488581,28.571536984,94.9300690203,5.87279115764,1.27947519774,0.138217331724,0.0598343427375,2.5388261995,0.55312117636,7.27429434521,1.58481358284,0.730628353537,0.209950676303,2.9514381895,0.848114422269,5.27533020212,0.634817112169,0.856868871094,0.103112980878,25.6383946503,5.2732394913,6.04168582998,1391.74077362,10.2265112046,582.318646047,4.27887741115,-137.738656091,-27.4327905289,1808.88797305,390.538994298,Highland Park,7,11,42003110200,2,11,5,3-9,40.47666673,-79.92410638
1333224197,5550,BRYANT ST,Oak: Pin,Quercus palustris,45,18,35,3,Tree Lawn or Parkway,21,1,No,Residential,Good,21.0691631464,2633.6453933,85.7429542145,142.503129154,18.2326325226,63.686359162,3.40839631029,0.742570002242,0.0908082968883,0.039310951034,1.47192612481,0.320681072943,4.73994267571,1.03266724961,0.431350158117,0.123951194861,1.88385826702,0.541338582477,3.11069402926,0.374331411464,0.559894379556,0.0673759782859,15.6968702417,3.24222644292,2.14703849211,461.581219341,3.39169879972,371.600655938,2.73052161983,-175.195753092,-15.1602263449,642.825895842,206.575017779,Highland Park,7,11,42003110200,2,11,5,3-9,40.47749586,-79.92456803
239290336,5503,BRYANT ST,Dogwood: Corneliancherry,Cornus mas,8,4,99,3,Tree Lawn or Parkway,2,1,Yes,Residential,Good,0.57006617984,71.25827248,8.99132152342,14.9434022195,0.782312894382,4.24105080436,0.128144016004,0.0279180862755,0.00516141473256,0.00223437867211,0.0553970635781,0.0120690770323,0.250910334482,0.0546645608892,0.0159422749619,0.0045811134948,0.0810391661437,0.0232871167079,0.115107447158,0.0138516783584,0.0303783885132,0.00365564242037,0.682080105574,0.142261653851,0.0807589195854,10.4712435273,0.0769426974387,15.9443779904,0.117159289474,-0.79247319614,-1.44383108047,24.1793172411,15.3475904272,Highland Park,7,11,42003110200,2,11,5,3-9,40.47840283,-79.92598467
1233652274,1207,KING AVE,Maple: Norway,Acer platanoides,27,10,30,3,Tree Lawn or Parkway,13,1,No,Residential,Good,8.26070089172,1032.58761147,46.9706511214,78.0643123917,10.9502869238,39.8838749155,1.65876320002,0.361386318088,0.0559092371012,0.0242031329443,0.717088579848,0.156228448769,2.898258643,0.631428898257,0.206365149588,0.0593003303411,1.13164659184,0.325185802254,1.49001103093,0.179303373157,0.343152004646,0.041293863375,8.50119443698,1.77833016719,1.22107700059,210.895334146,1.54965891531,223.178622098,1.63991651517,-59.097137876,-9.38490202304,365.591916345,115.78778529,Highland Park,7,11,42003110200,2,11,5,3-9,40.47840377,-79.92612638
1477030894,1201,KING AVE,Maple: Norway,Acer platanoides,35,12,3,3,Well or Pit,18,1,No,Residential,Good,13.3898452237,1673.73065296,69.9091408613,116.187638045,15.0249003089,54.8674654106,2.51012816685,0.546868881667,0.0768328499064,0.0332609739855,1.0851363488,0.236413147888,3.98120219104,0.867364311772,0.312282654105,0.0897363948577,1.552753166,0.446193438506,2.25476346329,0.271331343356,0.471440648964,0.0567317267105,12.244539489,2.54790021874,2.00949636919,364.069291842,2.67518115646,306.223624223,2.25013119079,-55.6528168233,-12.9944797242,601.645619518,167.445387663,Highland Park,7,11,42003110200,2,11,5,3-9,40.4783138,-79.92616099
1484901843,1456,WOODBINE ST,Maple: Norway,Acer platanoides,,,,,Open or Unrestricted,,1,No,Residential,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.48523963,-79.93638956
998993932,3233,THAYER ST,Honeylocust: Thornless,Gleditsia triacanthos inermis,48,20,99,99,Open or Restricted,20,1,No,Residential,Good,23.347688824,2918.46110301,116.928881533,194.333536318,20.6046925925,74.3090188426,3.70108570907,0.806336755789,0.104582458398,0.0452737915145,1.55575363457,0.338944146964,5.43025121533,1.18306126696,0.430959954187,0.123839067295,2.1292697879,0.611859134452,3.26302282342,0.392662192951,0.642582251021,0.0773263839977,17.2575078338,3.57930273992,1.92832603904,271.500083316,1.9949826122,419.945790784,3.08576167068,-99.664437833,-14.4383108047,577.343125462,254.376115664,Sheraden,2,20,42003202200,5,20,6,1-16,40.45321254,-80.06724511
1870646392,1427,ISOLINE ST,Oak: Northern Red,Quercus rubra,65,20,99,99,Open or Unrestricted,47,1,Conflicting,Residential,Good,62.2428957604,7780.36197005,99.7186268718,165.730426416,41.4385787088,119.150503754,9.15306626179,1.99413208318,0.184921635364,0.080052656002,3.9527789982,0.861171895032,9.96631320921,2.17131006737,1.15836781285,0.332864314038,4.27804878195,1.22932436263,8.35360268523,1.00524701387,1.16468770694,0.140154958717,38.2117870915,7.81425735083,5.39431384928,1033.99383515,7.59778670071,844.56279203,6.20584739584,-231.013620296,-32.4789801551,1615.06402673,366.156706036,Chartiers City,2,20,42003563000,5,20,6,1-16,40.45599747,-80.07040834
829500067,1400,EVANSTON ST,Maple: Norway,Acer platanoides,22,12,99,99,Open or Unrestricted,22,1,Conflicting,Residential,Good,17.997410617,2249.67632713,90.2750156598,150.035327495,17.2756914434,65.3556594293,3.19697759892,0.69650928081,0.090245506122,0.0390673186676,1.38206353154,0.301103165914,4.64909498335,1.01287472404,0.397732937661,0.114291074041,1.78567461376,0.513124889013,2.87173714004,0.345576069801,0.551622590331,0.0663805764538,14.9251489017,3.08892709874,2.70139971882,511.497712597,3.75848519216,352.097167767,2.58720998875,-38.9104274535,-15.8821418851,808.802311025,208.53032577,Sheraden,2,20,42003202200,5,20,6,1-16,40.4534458,-80.0700943
2013381047,1417,EVANSTON ST,Maple: Red,Acer rubrum,32,12,30,7,Tree Lawn or Parkway,10,1,No,Residential,Good,8.31676376767,1039.59547096,50.8754552764,84.5540212653,7.42529379046,31.4552895746,1.14281889915,0.24898015232,0.0416103967552,0.0180131587685,0.493529754303,0.107522822288,2.10425860902,0.458444141401,0.144629634576,0.0415602398206,0.767967540022,0.220680327592,1.04300075533,0.125511522904,0.251268650276,0.0302369013569,5.98908423944,1.25094926645,0.701737283407,88.3134032788,0.648926887293,151.335471696,1.11201304602,-22.3287365164,-7.21915540234,210.100983056,104.763623932,Sheraden,2,20,42003202200,5,20,6,1-16,40.45321893,-80.07011237
